Cod Cliente,cluster,cluster_agrupado
1211540,12,Básica vienesa-paté
1211549,9,Mortadelas + básicos
1211557,7,Fiambrería tradicional surtida
1211561,12,Básica vienesa-paté
1211566,6,Charcutería colonial/salchichón
1211571,5,Salame chico / comida rápida
1211575,4,Queso gauda + básicos
1211576,5,Salame chico / comida rápida
1211577,11,Básica vienesa-paté
1211579,1,Salame laminado + básicos
1211584,4,Queso gauda + básicos
1211585,10,Sin un comportamiento claro
1211587,5,Salame chico / comida rápida
1211588,2,Mortadelas + básicos
1211593,13,Formato chico paté-salame-lácteos
1211594,4,Queso gauda + básicos
1211597,10,Sin un comportamiento claro
1211598,13,Formato chico paté-salame-lácteos
1211599,7,Fiambrería tradicional surtida
1211601,1,Salame laminado + básicos
1211602,2,Mortadelas + básicos
1211604,7,Fiambrería tradicional surtida
1211605,12,Básica vienesa-paté
1211610,4,Queso gauda + básicos
1211613,3,Queso gauda + básicos
1211614,11,Básica vienesa-paté
1211618,6,Charcutería colonial/salchichón
1211621,1,Salame laminado + básicos
1211622,2,Mortadelas + básicos
1211627,8,Charcutería colonial/salchichón
1211628,9,Mortadelas + básicos
1211629,1,Salame laminado + básicos
1211630,6,Charcutería colonial/salchichón
1211632,10,Sin un comportamiento claro
1211638,6,Charcutería colonial/salchichón
1211639,6,Charcutería colonial/salchichón
1211640,2,Mortadelas + básicos
1211646,1,Salame laminado + básicos
1211656,3,Queso gauda + básicos
1211657,1,Salame laminado + básicos
1211661,6,Charcutería colonial/salchichón
1211665,2,Mortadelas + básicos
1211670,9,Mortadelas + básicos
1211671,6,Charcutería colonial/salchichón
1211676,11,Básica vienesa-paté
1211678,3,Queso gauda + básicos
1211679,8,Charcutería colonial/salchichón
1211680,6,Charcutería colonial/salchichón
1211685,1,Salame laminado + básicos
1211687,10,Sin un comportamiento claro
1211689,7,Fiambrería tradicional surtida
1211690,12,Básica vienesa-paté
1211697,6,Charcutería colonial/salchichón
1211699,13,Formato chico paté-salame-lácteos
1211701,2,Mortadelas + básicos
1211704,6,Charcutería colonial/salchichón
1211705,3,Queso gauda + básicos
1211706,10,Sin un comportamiento claro
1211710,8,Charcutería colonial/salchichón
1211713,4,Queso gauda + básicos
1211714,11,Básica vienesa-paté
1211716,3,Queso gauda + básicos
1211729,4,Queso gauda + básicos
1211730,6,Charcutería colonial/salchichón
1211732,2,Mortadelas + básicos
1211734,11,Básica vienesa-paté
1211735,3,Queso gauda + básicos
1211736,3,Queso gauda + básicos
1211740,10,Sin un comportamiento claro
1211745,7,Fiambrería tradicional surtida
1211746,13,Formato chico paté-salame-lácteos
1211747,5,Salame chico / comida rápida
1211750,10,Sin un comportamiento claro
1211756,7,Fiambrería tradicional surtida
1211758,10,Sin un comportamiento claro
1211760,4,Queso gauda + básicos
1211762,10,Sin un comportamiento claro
1211764,4,Queso gauda + básicos
1211765,12,Básica vienesa-paté
1211766,10,Sin un comportamiento claro
1211770,13,Formato chico paté-salame-lácteos
1211785,13,Formato chico paté-salame-lácteos
1211786,6,Charcutería colonial/salchichón
1211787,9,Mortadelas + básicos
1211788,2,Mortadelas + básicos
1211789,4,Queso gauda + básicos
1211795,11,Básica vienesa-paté
1211796,4,Queso gauda + básicos
1211798,11,Básica vienesa-paté
1211799,3,Queso gauda + básicos
1211803,9,Mortadelas + básicos
1211809,6,Charcutería colonial/salchichón
1211810,7,Fiambrería tradicional surtida
1211811,5,Salame chico / comida rápida
1211813,6,Charcutería colonial/salchichón
1211815,10,Sin un comportamiento claro
1211816,4,Queso gauda + básicos
1211823,10,Sin un comportamiento claro
1211825,5,Salame chico / comida rápida
1211827,6,Charcutería colonial/salchichón
1211828,4,Queso gauda + básicos
1211829,3,Queso gauda + básicos
1211830,10,Sin un comportamiento claro
1211832,10,Sin un comportamiento claro
1211839,5,Salame chico / comida rápida
1211840,4,Queso gauda + básicos
1211843,8,Charcutería colonial/salchichón
1211846,6,Charcutería colonial/salchichón
1211848,3,Queso gauda + básicos
1211858,10,Sin un comportamiento claro
1211861,5,Salame chico / comida rápida
1211864,13,Formato chico paté-salame-lácteos
1211869,6,Charcutería colonial/salchichón
1211870,1,Salame laminado + básicos
1211872,2,Mortadelas + básicos
1211876,6,Charcutería colonial/salchichón
1211883,3,Queso gauda + básicos
1211884,12,Básica vienesa-paté
1211886,7,Fiambrería tradicional surtida
1211891,4,Queso gauda + básicos
1211895,1,Salame laminado + básicos
1211898,6,Charcutería colonial/salchichón
1211900,10,Sin un comportamiento claro
1211921,4,Queso gauda + básicos
1211935,9,Mortadelas + básicos
1211943,5,Salame chico / comida rápida
1211955,4,Queso gauda + básicos
1211959,11,Básica vienesa-paté
1211962,10,Sin un comportamiento claro
1211964,10,Sin un comportamiento claro
1211966,10,Sin un comportamiento claro
1211970,13,Formato chico paté-salame-lácteos
1211972,4,Queso gauda + básicos
1211973,6,Charcutería colonial/salchichón
1211981,10,Sin un comportamiento claro
1211983,5,Salame chico / comida rápida
1211985,9,Mortadelas + básicos
1211991,5,Salame chico / comida rápida
1211995,2,Mortadelas + básicos
1211997,7,Fiambrería tradicional surtida
1211998,6,Charcutería colonial/salchichón
1211999,12,Básica vienesa-paté
1212002,9,Mortadelas + básicos
1212004,6,Charcutería colonial/salchichón
1212006,8,Charcutería colonial/salchichón
1212008,9,Mortadelas + básicos
1212009,6,Charcutería colonial/salchichón
1212017,12,Básica vienesa-paté
1212018,9,Mortadelas + básicos
1212026,3,Queso gauda + básicos
1212027,2,Mortadelas + básicos
1212029,4,Queso gauda + básicos
1212030,4,Queso gauda + básicos
1212032,3,Queso gauda + básicos
1212034,7,Fiambrería tradicional surtida
1212036,10,Sin un comportamiento claro
1212043,12,Básica vienesa-paté
1212045,1,Salame laminado + básicos
1212051,1,Salame laminado + básicos
1212058,7,Fiambrería tradicional surtida
1212059,6,Charcutería colonial/salchichón
1212062,3,Queso gauda + básicos
1212063,6,Charcutería colonial/salchichón
1212065,2,Mortadelas + básicos
1212068,8,Charcutería colonial/salchichón
1212071,2,Mortadelas + básicos
1212072,12,Básica vienesa-paté
1212073,2,Mortadelas + básicos
1212076,12,Básica vienesa-paté
1212077,5,Salame chico / comida rápida
1212078,11,Básica vienesa-paté
1212079,13,Formato chico paté-salame-lácteos
1212080,9,Mortadelas + básicos
1212082,7,Fiambrería tradicional surtida
1212083,5,Salame chico / comida rápida
1212090,9,Mortadelas + básicos
1212093,9,Mortadelas + básicos
1212094,12,Básica vienesa-paté
1212096,4,Queso gauda + básicos
1212099,3,Queso gauda + básicos
1212104,2,Mortadelas + básicos
1212110,10,Sin un comportamiento claro
1212112,10,Sin un comportamiento claro
1212120,5,Salame chico / comida rápida
1212122,8,Charcutería colonial/salchichón
1212124,8,Charcutería colonial/salchichón
1212126,1,Salame laminado + básicos
1212127,1,Salame laminado + básicos
1212128,13,Formato chico paté-salame-lácteos
1212131,1,Salame laminado + básicos
1212133,12,Básica vienesa-paté
1212134,10,Sin un comportamiento claro
1212135,9,Mortadelas + básicos
1212136,6,Charcutería colonial/salchichón
1212137,9,Mortadelas + básicos
1212139,8,Charcutería colonial/salchichón
1212141,4,Queso gauda + básicos
1212142,5,Salame chico / comida rápida
1212143,7,Fiambrería tradicional surtida
1212144,3,Queso gauda + básicos
1212146,11,Básica vienesa-paté
1212148,10,Sin un comportamiento claro
1212152,8,Charcutería colonial/salchichón
1212153,4,Queso gauda + básicos
1212155,5,Salame chico / comida rápida
1212157,12,Básica vienesa-paté
1212158,7,Fiambrería tradicional surtida
1212203,1,Salame laminado + básicos
1212205,1,Salame laminado + básicos
1212211,8,Charcutería colonial/salchichón
1212218,1,Salame laminado + básicos
1212220,11,Básica vienesa-paté
1212226,12,Básica vienesa-paté
1212232,5,Salame chico / comida rápida
1212233,10,Sin un comportamiento claro
1212242,12,Básica vienesa-paté
1212243,6,Charcutería colonial/salchichón
1212253,9,Mortadelas + básicos
1212254,13,Formato chico paté-salame-lácteos
1212255,9,Mortadelas + básicos
1212256,7,Fiambrería tradicional surtida
1212258,8,Charcutería colonial/salchichón
1212261,4,Queso gauda + básicos
1212264,1,Salame laminado + básicos
1212267,4,Queso gauda + básicos
1212272,8,Charcutería colonial/salchichón
1212274,7,Fiambrería tradicional surtida
1212281,3,Queso gauda + básicos
1212285,5,Salame chico / comida rápida
1212286,8,Charcutería colonial/salchichón
1212290,10,Sin un comportamiento claro
1212291,8,Charcutería colonial/salchichón
1212292,6,Charcutería colonial/salchichón
1212295,11,Básica vienesa-paté
1212305,2,Mortadelas + básicos
1212306,9,Mortadelas + básicos
1212307,12,Básica vienesa-paté
1212310,13,Formato chico paté-salame-lácteos
1212313,1,Salame laminado + básicos
1212317,6,Charcutería colonial/salchichón
1212318,11,Básica vienesa-paté
1212319,6,Charcutería colonial/salchichón
1212326,8,Charcutería colonial/salchichón
1212327,1,Salame laminado + básicos
1212328,4,Queso gauda + básicos
1212334,4,Queso gauda + básicos
1212336,11,Básica vienesa-paté
1212337,6,Charcutería colonial/salchichón
1212339,11,Básica vienesa-paté
1212344,4,Queso gauda + básicos
1212355,4,Queso gauda + básicos
1212357,12,Básica vienesa-paté
1212362,13,Formato chico paté-salame-lácteos
1212363,7,Fiambrería tradicional surtida
1212364,4,Queso gauda + básicos
1212365,7,Fiambrería tradicional surtida
1212367,4,Queso gauda + básicos
1212379,10,Sin un comportamiento claro
1212380,1,Salame laminado + básicos
1212386,1,Salame laminado + básicos
1212388,4,Queso gauda + básicos
1212389,2,Mortadelas + básicos
1212390,10,Sin un comportamiento claro
1212392,13,Formato chico paté-salame-lácteos
1212393,2,Mortadelas + básicos
1212399,11,Básica vienesa-paté
1212401,10,Sin un comportamiento claro
1212403,10,Sin un comportamiento claro
1212408,8,Charcutería colonial/salchichón
1212409,2,Mortadelas + básicos
1212410,3,Queso gauda + básicos
1212411,7,Fiambrería tradicional surtida
1212414,12,Básica vienesa-paté
1212417,13,Formato chico paté-salame-lácteos
1212420,7,Fiambrería tradicional surtida
1212422,2,Mortadelas + básicos
1212429,13,Formato chico paté-salame-lácteos
1212430,5,Salame chico / comida rápida
1212432,12,Básica vienesa-paté
1212435,8,Charcutería colonial/salchichón
1212436,11,Básica vienesa-paté
1212437,12,Básica vienesa-paté
1212438,4,Queso gauda + básicos
1212440,4,Queso gauda + básicos
1212445,12,Básica vienesa-paté
1212449,1,Salame laminado + básicos
1212458,3,Queso gauda + básicos
1212461,9,Mortadelas + básicos
1212466,6,Charcutería colonial/salchichón
1212468,11,Básica vienesa-paté
1212473,8,Charcutería colonial/salchichón
1212474,5,Salame chico / comida rápida
1212476,7,Fiambrería tradicional surtida
1212479,5,Salame chico / comida rápida
1212482,11,Básica vienesa-paté
1212483,12,Básica vienesa-paté
1212484,4,Queso gauda + básicos
1212495,9,Mortadelas + básicos
1212497,8,Charcutería colonial/salchichón
1212500,9,Mortadelas + básicos
1212507,2,Mortadelas + básicos
1212509,1,Salame laminado + básicos
1212518,6,Charcutería colonial/salchichón
1212521,9,Mortadelas + básicos
1212523,4,Queso gauda + básicos
1212525,8,Charcutería colonial/salchichón
1212527,2,Mortadelas + básicos
1212529,4,Queso gauda + básicos
1212531,11,Básica vienesa-paté
1212534,13,Formato chico paté-salame-lácteos
1212536,4,Queso gauda + básicos
1212539,11,Básica vienesa-paté
1212540,11,Básica vienesa-paté
1212541,3,Queso gauda + básicos
1212546,4,Queso gauda + básicos
1212548,10,Sin un comportamiento claro
1212559,10,Sin un comportamiento claro
1212566,3,Queso gauda + básicos
1212567,13,Formato chico paté-salame-lácteos
1212571,3,Queso gauda + básicos
1212574,10,Sin un comportamiento claro
1212577,7,Fiambrería tradicional surtida
1212578,4,Queso gauda + básicos
1212579,11,Básica vienesa-paté
1212582,10,Sin un comportamiento claro
1212588,11,Básica vienesa-paté
1212591,6,Charcutería colonial/salchichón
1212593,4,Queso gauda + básicos
1212598,5,Salame chico / comida rápida
1212602,11,Básica vienesa-paté
1212603,5,Salame chico / comida rápida
1212604,8,Charcutería colonial/salchichón
1212605,6,Charcutería colonial/salchichón
1212606,5,Salame chico / comida rápida
1212612,3,Queso gauda + básicos
1212614,1,Salame laminado + básicos
1212619,13,Formato chico paté-salame-lácteos
1212622,7,Fiambrería tradicional surtida
1212632,2,Mortadelas + básicos
1212633,4,Queso gauda + básicos
1212634,10,Sin un comportamiento claro
1212636,7,Fiambrería tradicional surtida
1212637,13,Formato chico paté-salame-lácteos
1212645,2,Mortadelas + básicos
1212646,13,Formato chico paté-salame-lácteos
1212649,7,Fiambrería tradicional surtida
1212651,7,Fiambrería tradicional surtida
1212652,1,Salame laminado + básicos
1212654,10,Sin un comportamiento claro
1212656,3,Queso gauda + básicos
1212659,11,Básica vienesa-paté
1212660,6,Charcutería colonial/salchichón
1212662,12,Básica vienesa-paté
1212664,5,Salame chico / comida rápida
1212669,1,Salame laminado + básicos
1212673,10,Sin un comportamiento claro
1212676,9,Mortadelas + básicos
1212678,10,Sin un comportamiento claro
1212680,3,Queso gauda + básicos
1212684,13,Formato chico paté-salame-lácteos
1212686,8,Charcutería colonial/salchichón
1212687,2,Mortadelas + básicos
1212688,1,Salame laminado + básicos
1212689,2,Mortadelas + básicos
1212691,6,Charcutería colonial/salchichón
1212692,6,Charcutería colonial/salchichón
1212694,11,Básica vienesa-paté
1212695,4,Queso gauda + básicos
1212697,10,Sin un comportamiento claro
1212700,2,Mortadelas + básicos
1212701,2,Mortadelas + básicos
1212702,2,Mortadelas + básicos
1212703,11,Básica vienesa-paté
1212706,4,Queso gauda + básicos
1212711,7,Fiambrería tradicional surtida
1212712,3,Queso gauda + básicos
1212716,7,Fiambrería tradicional surtida
1212719,6,Charcutería colonial/salchichón
1212722,9,Mortadelas + básicos
1212723,7,Fiambrería tradicional surtida
1212724,7,Fiambrería tradicional surtida
1212725,3,Queso gauda + básicos
1212726,6,Charcutería colonial/salchichón
1212731,10,Sin un comportamiento claro
1212740,3,Queso gauda + básicos
1212741,6,Charcutería colonial/salchichón
1212747,5,Salame chico / comida rápida
1212749,8,Charcutería colonial/salchichón
1212752,10,Sin un comportamiento claro
1212755,12,Básica vienesa-paté
1212757,7,Fiambrería tradicional surtida
1212760,8,Charcutería colonial/salchichón
1212767,10,Sin un comportamiento claro
1212787,3,Queso gauda + básicos
1212788,8,Charcutería colonial/salchichón
1212789,6,Charcutería colonial/salchichón
1212791,10,Sin un comportamiento claro
1212793,8,Charcutería colonial/salchichón
1212795,3,Queso gauda + básicos
1212796,5,Salame chico / comida rápida
1212798,1,Salame laminado + básicos
1212799,10,Sin un comportamiento claro
1212813,9,Mortadelas + básicos
1212814,6,Charcutería colonial/salchichón
1212819,7,Fiambrería tradicional surtida
1212825,11,Básica vienesa-paté
1212826,12,Básica vienesa-paté
1212828,4,Queso gauda + básicos
1212833,12,Básica vienesa-paté
1212834,10,Sin un comportamiento claro
1212837,7,Fiambrería tradicional surtida
1212843,6,Charcutería colonial/salchichón
1212846,4,Queso gauda + básicos
1212848,1,Salame laminado + básicos
1212852,6,Charcutería colonial/salchichón
1212856,4,Queso gauda + básicos
1212861,11,Básica vienesa-paté
1212862,3,Queso gauda + básicos
1212863,2,Mortadelas + básicos
1212866,11,Básica vienesa-paté
1212871,10,Sin un comportamiento claro
1212875,11,Básica vienesa-paté
1212879,13,Formato chico paté-salame-lácteos
1212885,4,Queso gauda + básicos
1212890,13,Formato chico paté-salame-lácteos
1212893,3,Queso gauda + básicos
1212894,5,Salame chico / comida rápida
1212903,3,Queso gauda + básicos
1212908,8,Charcutería colonial/salchichón
1212909,10,Sin un comportamiento claro
1212910,10,Sin un comportamiento claro
